Dapma7bEVm000001	DAPPUDRAFT_43826
Dapma7bEVm003001	DAPPUDRAFT_187038
Dapma7bEVm003002	DAPPUDRAFT_304131
Dapma7bEVm003003	DAPPUDRAFT_219380
Dapma7bEVm003004	DAPPUDRAFT_300874
Dapma7bEVm003005	DAPPUDRAFT_102782
Dapma7bEVm003006	DAPPUDRAFT_60262
Dapma7bEVm003007	DAPPUDRAFT_196289
Dapma7bEVm003008	DAPPUDRAFT_306785;DAPPUDRAFT_323294
Dapma7bEVm003009	DAPPUDRAFT_308625
Dapma7bEVm003010	DAPPUDRAFT_307906
Dapma7bEVm003011	DAPPUDRAFT_114299;DAPPUDRAFT_253800;DAPPUDRAFT_302458;DAPPUDRAFT_302459;DAPPUDRAFT_305264;DAPPUDRAFT_308023;DAPPUDRAFT_325477;DAPPUDRAFT_331276;DAPPUDRAFT_4284;DAPPUDRAFT_43719;DAPPUDRAFT_44144;DAPPUDRAFT_53509;DAPPUDRAFT_58353;DAPPUDRAFT_58385;DAPPUDRAFT_64428
Dapma7bEVm003012	DAPPUDRAFT_45699
Dapma7bEVm003013	DAPPUDRAFT_255836
Dapma7bEVm003014	DAPPUDRAFT_103378;DAPPUDRAFT_224715
Dapma7bEVm003015	DAPPUDRAFT_313174
Dapma7bEVm003016	DAPPUDRAFT_326386
Dapma7bEVm003017	DAPPUDRAFT_190084;DAPPUDRAFT_97929
Dapma7bEVm003018	DAPPUDRAFT_49862
Dapma7bEVm003019	DAPPUDRAFT_306579
Dapma7bEVm003020	DAPPUDRAFT_306526
Dapma7bEVm003021	DAPPUDRAFT_44591
Dapma7bEVm003022	
Dapma7bEVm003023	DAPPUDRAFT_232930
Dapma7bEVm003024	DAPPUDRAFT_106818;DAPPUDRAFT_198836
Dapma7bEVm003025	DAPPUDRAFT_301628;DAPPUDRAFT_315464;DAPPUDRAFT_315465
Dapma7bEVm003026	
Dapma7bEVm003027	DAPPUDRAFT_319605
Dapma7bEVm003028	DAPPUDRAFT_16866;DAPPUDRAFT_327819;DAPPUDRAFT_336969
Dapma7bEVm003029	DAPPUDRAFT_327382
Dapma7bEVm003030	DAPPUDRAFT_94457
Dapma7bEVm003031	DAPPUDRAFT_220713
Dapma7bEVm003032	DAPPUDRAFT_115736;DAPPUDRAFT_196131;DAPPUDRAFT_203789;DAPPUDRAFT_203795;DAPPUDRAFT_203797;DAPPUDRAFT_218787;DAPPUDRAFT_243400;DAPPUDRAFT_302210;DAPPUDRAFT_302859;DAPPUDRAFT_304409;DAPPUDRAFT_317254;DAPPUDRAFT_329565;DAPPUDRAFT_331359;DAPPUDRAFT_61964
Dapma7bEVm003033	DAPPUDRAFT_305612
Dapma7bEVm003034	DAPPUDRAFT_300392
Dapma7bEVm003035	DAPPUDRAFT_319840
Dapma7bEVm003036	DAPPUDRAFT_325931
Dapma7bEVm003037	DAPPUDRAFT_107367;DAPPUDRAFT_107368
Dapma7bEVm003038	DAPPUDRAFT_97942
Dapma7bEVm003039	DAPPUDRAFT_300699
Dapma7bEVm003040	DAPPUDRAFT_200276
Dapma7bEVm003041	DAPPUDRAFT_308571
Dapma7bEVm003043	DAPPUDRAFT_41072
Dapma7bEVm003044	DAPPUDRAFT_303205
Dapma7bEVm003045	DAPPUDRAFT_232977
Dapma7bEVm003046	DAPPUDRAFT_211018
Dapma7bEVm003047	DAPPUDRAFT_218850
Dapma7bEVm003048	DAPPUDRAFT_309629;DAPPUDRAFT_329001
Dapma7bEVm003049	DAPPUDRAFT_302384
Dapma7bEVm003050	DAPPUDRAFT_302352;DAPPUDRAFT_32255
Dapma7bEVm003051	DAPPUDRAFT_302216
Dapma7bEVm003052	DAPPUDRAFT_306243
Dapma7bEVm003053	DAPPUDRAFT_306017
Dapma7bEVm003054	DAPPUDRAFT_306575
Dapma7bEVm003055	DAPPUDRAFT_307477
Dapma7bEVm003056	
Dapma7bEVm003057	DAPPUDRAFT_301655
Dapma7bEVm003058	DAPPUDRAFT_299992
Dapma7bEVm003059	
Dapma7bEVm003060	DAPPUDRAFT_322760
Dapma7bEVm003061	DAPPUDRAFT_315698
Dapma7bEVm003062	DAPPUDRAFT_304113
Dapma7bEVm003063	DAPPUDRAFT_47524
Dapma7bEVm003064	DAPPUDRAFT_274663;DAPPUDRAFT_316118;DAPPUDRAFT_334740;DAPPUDRAFT_57970
Dapma7bEVm003065	DAPPUDRAFT_303477
Dapma7bEVm003066	DAPPUDRAFT_51845
Dapma7bEVm003067	DAPPUDRAFT_310878
Dapma7bEVm003068	DAPPUDRAFT_32176
Dapma7bEVm003069	DAPPUDRAFT_306483
Dapma7bEVm003070	DAPPUDRAFT_308570
Dapma7bEVm003071	DAPPUDRAFT_307141
Dapma7bEVm003072	DAPPUDRAFT_214208
Dapma7bEVm003073	DAPPUDRAFT_203728;DAPPUDRAFT_302045;DAPPUDRAFT_328816;DAPPUDRAFT_55141
Dapma7bEVm003074	DAPPUDRAFT_299765;DAPPUDRAFT_299766
Dapma7bEVm003075	DAPPUDRAFT_50835
Dapma7bEVm003076	DAPPUDRAFT_319910
Dapma7bEVm003077	
Dapma7bEVm003078	DAPPUDRAFT_307903
Dapma7bEVm003079	DAPPUDRAFT_329423
Dapma7bEVm003080	DAPPUDRAFT_50301
Dapma7bEVm003081	DAPPUDRAFT_207590;DAPPUDRAFT_317364;DAPPUDRAFT_54889;DAPPUDRAFT_61075
Dapma7bEVm003082	DAPPUDRAFT_228373
Dapma7bEVm003083	DAPPUDRAFT_241952
Dapma7bEVm003084	DAPPUDRAFT_202776;DAPPUDRAFT_302343;DAPPUDRAFT_333874;DAPPUDRAFT_62148
Dapma7bEVm003085	DAPPUDRAFT_302417
Dapma7bEVm003086	DAPPUDRAFT_306273
Dapma7bEVm003087	DAPPUDRAFT_309740
Dapma7bEVm003088	DAPPUDRAFT_300019
Dapma7bEVm003089	DAPPUDRAFT_331703
Dapma7bEVm003090	DAPPUDRAFT_107786;DAPPUDRAFT_127351;DAPPUDRAFT_188210;DAPPUDRAFT_244718;DAPPUDRAFT_244721;DAPPUDRAFT_256105;DAPPUDRAFT_26576;DAPPUDRAFT_299571;DAPPUDRAFT_304142;DAPPUDRAFT_304284;DAPPUDRAFT_312683;DAPPUDRAFT_318664;DAPPUDRAFT_320716;DAPPUDRAFT_323225;DAPPUDRAFT_323226;DAPPUDRAFT_55871
Dapma7bEVm003091	DAPPUDRAFT_232612;DAPPUDRAFT_320096
Dapma7bEVm003092	DAPPUDRAFT_56759
Dapma7bEVm003093	DAPPUDRAFT_326263
Dapma7bEVm003094	DAPPUDRAFT_308585
Dapma7bEVm003095	DAPPUDRAFT_208134
Dapma7bEVm003096	DAPPUDRAFT_314121
Dapma7bEVm003097	DAPPUDRAFT_313924
Dapma7bEVm003098	DAPPUDRAFT_42801
Dapma7bEVm003099	DAPPUDRAFT_321889;DAPPUDRAFT_54700
Dapma7bEVm003100	DAPPUDRAFT_213854;DAPPUDRAFT_327800
Dapma7bEVm003101	DAPPUDRAFT_335094
Dapma7bEVm003102	
Dapma7bEVm003103	DAPPUDRAFT_303263
Dapma7bEVm003104	DAPPUDRAFT_302840
Dapma7bEVm003105	DAPPUDRAFT_300830
Dapma7bEVm003106	DAPPUDRAFT_302911
Dapma7bEVm003107	DAPPUDRAFT_118908
Dapma7bEVm003108	DAPPUDRAFT_44847
Dapma7bEVm003109	DAPPUDRAFT_220567
Dapma7bEVm003110	DAPPUDRAFT_308207
Dapma7bEVm003111	DAPPUDRAFT_64229
Dapma7bEVm003112	DAPPUDRAFT_194175
Dapma7bEVm003113	DAPPUDRAFT_302380
Dapma7bEVm003114	DAPPUDRAFT_309652
Dapma7bEVm003115	DAPPUDRAFT_304735
Dapma7bEVm003116	DAPPUDRAFT_187692
Dapma7bEVm003117	DAPPUDRAFT_317120
Dapma7bEVm003118	DAPPUDRAFT_198851
Dapma7bEVm003119	DAPPUDRAFT_244168;DAPPUDRAFT_299726;DAPPUDRAFT_3691
Dapma7bEVm003120	DAPPUDRAFT_1338;DAPPUDRAFT_335678
Dapma7bEVm003121	DAPPUDRAFT_303892
Dapma7bEVm003122	DAPPUDRAFT_314796
Dapma7bEVm003123	DAPPUDRAFT_307611
Dapma7bEVm003124	DAPPUDRAFT_305993
Dapma7bEVm003125	DAPPUDRAFT_310153
Dapma7bEVm003126	DAPPUDRAFT_327299
Dapma7bEVm003127	DAPPUDRAFT_227800;DAPPUDRAFT_256736;DAPPUDRAFT_302856
Dapma7bEVm003128	DAPPUDRAFT_127538
Dapma7bEVm003129	DAPPUDRAFT_309217
Dapma7bEVm003130	DAPPUDRAFT_306014
Dapma7bEVm003131	DAPPUDRAFT_47061
Dapma7bEVm003132	DAPPUDRAFT_301280
Dapma7bEVm003133	DAPPUDRAFT_300824
Dapma7bEVm003134	DAPPUDRAFT_195334
Dapma7bEVm003135	DAPPUDRAFT_312940
Dapma7bEVm003136	DAPPUDRAFT_224457
Dapma7bEVm003137	DAPPUDRAFT_221195
Dapma7bEVm003138	DAPPUDRAFT_321671
Dapma7bEVm003139	DAPPUDRAFT_57727
Dapma7bEVm003140	DAPPUDRAFT_98152
Dapma7bEVm003141	DAPPUDRAFT_227205
Dapma7bEVm003142	DAPPUDRAFT_327734
Dapma7bEVm003143	DAPPUDRAFT_49172
Dapma7bEVm003144	DAPPUDRAFT_312381;DAPPUDRAFT_99384
Dapma7bEVm003145	DAPPUDRAFT_196656
Dapma7bEVm003146	DAPPUDRAFT_104419;DAPPUDRAFT_301619;DAPPUDRAFT_309643;DAPPUDRAFT_309644;DAPPUDRAFT_92194
Dapma7bEVm003147	DAPPUDRAFT_319965
Dapma7bEVm003148	DAPPUDRAFT_227396;DAPPUDRAFT_326896
Dapma7bEVm003149	DAPPUDRAFT_117249;DAPPUDRAFT_249126;DAPPUDRAFT_315390;DAPPUDRAFT_331651;DAPPUDRAFT_337759;DAPPUDRAFT_341257
Dapma7bEVm003150	DAPPUDRAFT_307999
Dapma7bEVm003151	
Dapma7bEVm003152	DAPPUDRAFT_323367
Dapma7bEVm003153	DAPPUDRAFT_100983;DAPPUDRAFT_240534;DAPPUDRAFT_240555;DAPPUDRAFT_240556;DAPPUDRAFT_240559;DAPPUDRAFT_240561;DAPPUDRAFT_252060;DAPPUDRAFT_302147;DAPPUDRAFT_302148;DAPPUDRAFT_303269;DAPPUDRAFT_310325;DAPPUDRAFT_316132;DAPPUDRAFT_316706
Dapma7bEVm003154	DAPPUDRAFT_302013
Dapma7bEVm003155	DAPPUDRAFT_115121;DAPPUDRAFT_130235;DAPPUDRAFT_69505
Dapma7bEVm003156	DAPPUDRAFT_303463
Dapma7bEVm003157	DAPPUDRAFT_307233
Dapma7bEVm003158	DAPPUDRAFT_303768
Dapma7bEVm003160	DAPPUDRAFT_308645;DAPPUDRAFT_319557;DAPPUDRAFT_326741
Dapma7bEVm003161	DAPPUDRAFT_209135
Dapma7bEVm003162	DAPPUDRAFT_322812
Dapma7bEVm003163	DAPPUDRAFT_186897
Dapma7bEVm003164	DAPPUDRAFT_233474
Dapma7bEVm003165	DAPPUDRAFT_306381
Dapma7bEVm003166	DAPPUDRAFT_312726
Dapma7bEVm003167	DAPPUDRAFT_221117
Dapma7bEVm003168	DAPPUDRAFT_237749;DAPPUDRAFT_313948
Dapma7bEVm003169	DAPPUDRAFT_321131
Dapma7bEVm003170	DAPPUDRAFT_304932
Dapma7bEVm003171	DAPPUDRAFT_195559;DAPPUDRAFT_300463;DAPPUDRAFT_305792
Dapma7bEVm003172	DAPPUDRAFT_65805
Dapma7bEVm003173	DAPPUDRAFT_105042;DAPPUDRAFT_105048;DAPPUDRAFT_192973;DAPPUDRAFT_245878;DAPPUDRAFT_305140;DAPPUDRAFT_305141;DAPPUDRAFT_307908;DAPPUDRAFT_312876;DAPPUDRAFT_320226;DAPPUDRAFT_320238;DAPPUDRAFT_53255;DAPPUDRAFT_97670
Dapma7bEVm003174	DAPPUDRAFT_196016
Dapma7bEVm003175	DAPPUDRAFT_265180
Dapma7bEVm003176	DAPPUDRAFT_127734;DAPPUDRAFT_196057;DAPPUDRAFT_199280;DAPPUDRAFT_243524;DAPPUDRAFT_2442;DAPPUDRAFT_301113;DAPPUDRAFT_301114;DAPPUDRAFT_301445;DAPPUDRAFT_301446;DAPPUDRAFT_308463;DAPPUDRAFT_317311;DAPPUDRAFT_317312;DAPPUDRAFT_317313;DAPPUDRAFT_321427;DAPPUDRAFT_330188;DAPPUDRAFT_42213;DAPPUDRAFT_49730;DAPPUDRAFT_63336;DAPPUDRAFT_64259;DAPPUDRAFT_64677;DAPPUDRAFT_64710;DAPPUDRAFT_66055;DAPPUDRAFT_99426
Dapma7bEVm003177	DAPPUDRAFT_303140
Dapma7bEVm003178	DAPPUDRAFT_194087
Dapma7bEVm003179	DAPPUDRAFT_127734;DAPPUDRAFT_196057;DAPPUDRAFT_199280;DAPPUDRAFT_243524;DAPPUDRAFT_2442;DAPPUDRAFT_301113;DAPPUDRAFT_301114;DAPPUDRAFT_301445;DAPPUDRAFT_301446;DAPPUDRAFT_308463;DAPPUDRAFT_317311;DAPPUDRAFT_317312;DAPPUDRAFT_317313;DAPPUDRAFT_321427;DAPPUDRAFT_330188;DAPPUDRAFT_42213;DAPPUDRAFT_49730;DAPPUDRAFT_63336;DAPPUDRAFT_64259;DAPPUDRAFT_64677;DAPPUDRAFT_64710;DAPPUDRAFT_66055;DAPPUDRAFT_99426
Dapma7bEVm003180	DAPPUDRAFT_309524
Dapma7bEVm003181	DAPPUDRAFT_248773;DAPPUDRAFT_309863
Dapma7bEVm003182	DAPPUDRAFT_302639
Dapma7bEVm003183	DAPPUDRAFT_50562
Dapma7bEVm003184	DAPPUDRAFT_33380
Dapma7bEVm003185	DAPPUDRAFT_304267
Dapma7bEVm003186	DAPPUDRAFT_301192
Dapma7bEVm003187	
Dapma7bEVm003188	DAPPUDRAFT_110273
Dapma7bEVm003189	DAPPUDRAFT_120417;DAPPUDRAFT_237864;DAPPUDRAFT_303163;DAPPUDRAFT_303164
Dapma7bEVm003190	DAPPUDRAFT_194459
Dapma7bEVm003191	DAPPUDRAFT_98968
Dapma7bEVm003192	DAPPUDRAFT_442930
Dapma7bEVm003193	DAPPUDRAFT_222068
Dapma7bEVm003194	DAPPUDRAFT_240674
Dapma7bEVm003195	DAPPUDRAFT_243998;DAPPUDRAFT_314456;DAPPUDRAFT_318905
Dapma7bEVm003196	DAPPUDRAFT_211483;DAPPUDRAFT_303730;DAPPUDRAFT_318035
Dapma7bEVm003197	DAPPUDRAFT_128869
Dapma7bEVm003198	DAPPUDRAFT_269241;DAPPUDRAFT_63741
Dapma7bEVm003199	DAPPUDRAFT_220335
Dapma7bEVm003200	DAPPUDRAFT_218866
Dapma7bEVm003201	DAPPUDRAFT_122407
Dapma7bEVm003202	DAPPUDRAFT_326544
Dapma7bEVm003203	DAPPUDRAFT_201098;DAPPUDRAFT_213553;DAPPUDRAFT_233376;DAPPUDRAFT_304841;DAPPUDRAFT_304882;DAPPUDRAFT_304883;DAPPUDRAFT_305905;DAPPUDRAFT_319586;DAPPUDRAFT_321695;DAPPUDRAFT_46833;DAPPUDRAFT_54466;DAPPUDRAFT_54498;DAPPUDRAFT_54548;DAPPUDRAFT_54566;DAPPUDRAFT_61438;DAPPUDRAFT_65872
Dapma7bEVm003204	DAPPUDRAFT_227528
Dapma7bEVm003205	DAPPUDRAFT_43248
Dapma7bEVm003206	
Dapma7bEVm003207	DAPPUDRAFT_127734;DAPPUDRAFT_196057;DAPPUDRAFT_199280;DAPPUDRAFT_243524;DAPPUDRAFT_2442;DAPPUDRAFT_301113;DAPPUDRAFT_301114;DAPPUDRAFT_301445;DAPPUDRAFT_301446;DAPPUDRAFT_308463;DAPPUDRAFT_317311;DAPPUDRAFT_317312;DAPPUDRAFT_317313;DAPPUDRAFT_321427;DAPPUDRAFT_330188;DAPPUDRAFT_42213;DAPPUDRAFT_49730;DAPPUDRAFT_63336;DAPPUDRAFT_64259;DAPPUDRAFT_64677;DAPPUDRAFT_64710;DAPPUDRAFT_66055;DAPPUDRAFT_99426
Dapma7bEVm003208	DAPPUDRAFT_308214
Dapma7bEVm003209	DAPPUDRAFT_128102
Dapma7bEVm003210	
Dapma7bEVm003211	DAPPUDRAFT_302359
Dapma7bEVm003212	DAPPUDRAFT_315084
Dapma7bEVm003213	DAPPUDRAFT_192571
Dapma7bEVm003214	DAPPUDRAFT_305575
Dapma7bEVm003215	DAPPUDRAFT_56664
Dapma7bEVm003216	DAPPUDRAFT_309394;DAPPUDRAFT_309434
Dapma7bEVm003217	DAPPUDRAFT_204003
Dapma7bEVm003218	DAPPUDRAFT_301622;DAPPUDRAFT_304120
Dapma7bEVm003219	
Dapma7bEVm003220	
Dapma7bEVm003221	DAPPUDRAFT_248217
Dapma7bEVm003222	DAPPUDRAFT_100447;DAPPUDRAFT_223322
Dapma7bEVm003223	
Dapma7bEVm003224	
Dapma7bEVm003225	DAPPUDRAFT_245732
Dapma7bEVm003226	DAPPUDRAFT_58148
Dapma7bEVm003227	DAPPUDRAFT_212860
Dapma7bEVm003228	DAPPUDRAFT_306895
Dapma7bEVm003229	DAPPUDRAFT_194538;DAPPUDRAFT_209641;DAPPUDRAFT_239125;DAPPUDRAFT_301662;DAPPUDRAFT_301663;DAPPUDRAFT_309471;DAPPUDRAFT_310332;DAPPUDRAFT_314974;DAPPUDRAFT_315215;DAPPUDRAFT_43213;DAPPUDRAFT_47245;DAPPUDRAFT_47261;DAPPUDRAFT_47355;DAPPUDRAFT_67675
Dapma7bEVm003230	DAPPUDRAFT_305682
Dapma7bEVm003231	DAPPUDRAFT_308928
Dapma7bEVm003232	DAPPUDRAFT_300115
Dapma7bEVm003233	
Dapma7bEVm003234	DAPPUDRAFT_247585
Dapma7bEVm003235	DAPPUDRAFT_347244;DAPPUDRAFT_347251
Dapma7bEVm003236	DAPPUDRAFT_53990
Dapma7bEVm003237	DAPPUDRAFT_312713
Dapma7bEVm003238	DAPPUDRAFT_199604;DAPPUDRAFT_40590
Dapma7bEVm003239	DAPPUDRAFT_115437;DAPPUDRAFT_115438;DAPPUDRAFT_222817;DAPPUDRAFT_242233;DAPPUDRAFT_255841;DAPPUDRAFT_255844;DAPPUDRAFT_267459;DAPPUDRAFT_272192;DAPPUDRAFT_314376;DAPPUDRAFT_317513;DAPPUDRAFT_331045;DAPPUDRAFT_334845
Dapma7bEVm003240	DAPPUDRAFT_306760
Dapma7bEVm003241	DAPPUDRAFT_61174;DAPPUDRAFT_61180
Dapma7bEVm003242	DAPPUDRAFT_62657
Dapma7bEVm003243	DAPPUDRAFT_213372
Dapma7bEVm003244	DAPPUDRAFT_116030
Dapma7bEVm003245	DAPPUDRAFT_127260
Dapma7bEVm003246	DAPPUDRAFT_324817
Dapma7bEVm003247	DAPPUDRAFT_299902
Dapma7bEVm003248	DAPPUDRAFT_309592
Dapma7bEVm003249	DAPPUDRAFT_303230
Dapma7bEVm003250	DAPPUDRAFT_322081
Dapma7bEVm003251	DAPPUDRAFT_191089;DAPPUDRAFT_310272;DAPPUDRAFT_310275;DAPPUDRAFT_94786;DAPPUDRAFT_94788
Dapma7bEVm003252	DAPPUDRAFT_221708
Dapma7bEVm003253	DAPPUDRAFT_312732
Dapma7bEVm003254	DAPPUDRAFT_300309
Dapma7bEVm003255	DAPPUDRAFT_216737
Dapma7bEVm003256	DAPPUDRAFT_312492
Dapma7bEVm003257	DAPPUDRAFT_300956
Dapma7bEVm003258	DAPPUDRAFT_311017
Dapma7bEVm003259	DAPPUDRAFT_223831;DAPPUDRAFT_236145;DAPPUDRAFT_302685;DAPPUDRAFT_307732;DAPPUDRAFT_308282;DAPPUDRAFT_312735;DAPPUDRAFT_312736;DAPPUDRAFT_316749;DAPPUDRAFT_318573;DAPPUDRAFT_332432;DAPPUDRAFT_58959
Dapma7bEVm003260	DAPPUDRAFT_223058
Dapma7bEVm003261	DAPPUDRAFT_195940
Dapma7bEVm003262	DAPPUDRAFT_103946;DAPPUDRAFT_304357;DAPPUDRAFT_319207
Dapma7bEVm003263	
Dapma7bEVm003264	DAPPUDRAFT_299981
Dapma7bEVm003265	DAPPUDRAFT_25746
Dapma7bEVm003266	DAPPUDRAFT_300108
Dapma7bEVm003267	DAPPUDRAFT_303215
Dapma7bEVm003268	DAPPUDRAFT_302455;DAPPUDRAFT_307434
Dapma7bEVm003269	DAPPUDRAFT_308328
Dapma7bEVm003270	DAPPUDRAFT_326524
Dapma7bEVm003271	DAPPUDRAFT_49760
Dapma7bEVm003272	DAPPUDRAFT_301603
Dapma7bEVm003273	DAPPUDRAFT_129909
Dapma7bEVm003274	DAPPUDRAFT_104306
Dapma7bEVm003275	DAPPUDRAFT_309308
Dapma7bEVm003276	DAPPUDRAFT_58066
Dapma7bEVm003277	DAPPUDRAFT_300665
Dapma7bEVm003278	DAPPUDRAFT_299812
Dapma7bEVm003279	DAPPUDRAFT_303889
Dapma7bEVm003280	DAPPUDRAFT_194191;DAPPUDRAFT_259577;DAPPUDRAFT_313453;DAPPUDRAFT_313567;DAPPUDRAFT_71594;DAPPUDRAFT_72602;DAPPUDRAFT_98405
Dapma7bEVm003281	DAPPUDRAFT_299933
Dapma7bEVm003282	DAPPUDRAFT_41202
Dapma7bEVm003283	DAPPUDRAFT_102922
Dapma7bEVm003284	DAPPUDRAFT_46163
Dapma7bEVm003285	DAPPUDRAFT_300146;DAPPUDRAFT_306464;DAPPUDRAFT_308798;DAPPUDRAFT_309236;DAPPUDRAFT_329620
Dapma7bEVm003286	DAPPUDRAFT_303116
Dapma7bEVm003287	DAPPUDRAFT_105793
Dapma7bEVm003288	DAPPUDRAFT_190307
Dapma7bEVm003289	DAPPUDRAFT_308117
Dapma7bEVm003290	DAPPUDRAFT_110200;DAPPUDRAFT_241559;DAPPUDRAFT_303767;DAPPUDRAFT_58384
Dapma7bEVm003291	DAPPUDRAFT_225916
Dapma7bEVm003292	DAPPUDRAFT_246577
Dapma7bEVm003293	DAPPUDRAFT_94585
Dapma7bEVm003294	DAPPUDRAFT_323470;DAPPUDRAFT_329217;DAPPUDRAFT_47047
Dapma7bEVm003295	DAPPUDRAFT_202084
Dapma7bEVm003296	DAPPUDRAFT_62646
Dapma7bEVm003297	DAPPUDRAFT_97012
Dapma7bEVm003298	DAPPUDRAFT_299929
Dapma7bEVm003299	DAPPUDRAFT_52572
Dapma7bEVm003300	DAPPUDRAFT_327265
Dapma7bEVm003301	DAPPUDRAFT_304936
Dapma7bEVm003302	DAPPUDRAFT_223125;DAPPUDRAFT_303672;DAPPUDRAFT_318059;DAPPUDRAFT_47316
Dapma7bEVm003303	DAPPUDRAFT_94443
Dapma7bEVm003304	DAPPUDRAFT_304855;DAPPUDRAFT_319589
Dapma7bEVm003305	DAPPUDRAFT_305699
Dapma7bEVm003306	DAPPUDRAFT_232836
Dapma7bEVm003307	DAPPUDRAFT_59164
Dapma7bEVm003308	DAPPUDRAFT_317790
Dapma7bEVm003309	DAPPUDRAFT_44914
Dapma7bEVm003310	DAPPUDRAFT_221355
Dapma7bEVm003311	DAPPUDRAFT_199988;DAPPUDRAFT_215008;DAPPUDRAFT_302630;DAPPUDRAFT_305145;DAPPUDRAFT_308684;DAPPUDRAFT_324371;DAPPUDRAFT_324374;DAPPUDRAFT_44209
Dapma7bEVm003312	
Dapma7bEVm003313	DAPPUDRAFT_100705
Dapma7bEVm003314	DAPPUDRAFT_300326
Dapma7bEVm003315	DAPPUDRAFT_107928
Dapma7bEVm003316	DAPPUDRAFT_305480
Dapma7bEVm003317	DAPPUDRAFT_99985
Dapma7bEVm003318	DAPPUDRAFT_305162
Dapma7bEVm003319	DAPPUDRAFT_197167
Dapma7bEVm003320	DAPPUDRAFT_302885
Dapma7bEVm003321	DAPPUDRAFT_98235
Dapma7bEVm003322	DAPPUDRAFT_234338;DAPPUDRAFT_234339
Dapma7bEVm003323	DAPPUDRAFT_187425
Dapma7bEVm003324	DAPPUDRAFT_315739;DAPPUDRAFT_340691
Dapma7bEVm003325	DAPPUDRAFT_98432
Dapma7bEVm003326	DAPPUDRAFT_51066
Dapma7bEVm003327	DAPPUDRAFT_18244
Dapma7bEVm003328	DAPPUDRAFT_311802
Dapma7bEVm003329	DAPPUDRAFT_64148
Dapma7bEVm003330	DAPPUDRAFT_202160
Dapma7bEVm003331	DAPPUDRAFT_301105
Dapma7bEVm003332	DAPPUDRAFT_305525
Dapma7bEVm003333	DAPPUDRAFT_306256
Dapma7bEVm003334	DAPPUDRAFT_228686
Dapma7bEVm003335	DAPPUDRAFT_303564;DAPPUDRAFT_306392;DAPPUDRAFT_322521;DAPPUDRAFT_330074;DAPPUDRAFT_332953
Dapma7bEVm003336	DAPPUDRAFT_319612
Dapma7bEVm003337	DAPPUDRAFT_99659
Dapma7bEVm003338	DAPPUDRAFT_96691
Dapma7bEVm003339	DAPPUDRAFT_330570
Dapma7bEVm003340	DAPPUDRAFT_220555
Dapma7bEVm003341	DAPPUDRAFT_304724
Dapma7bEVm003342	DAPPUDRAFT_312311
Dapma7bEVm003343	DAPPUDRAFT_303410
Dapma7bEVm003345	DAPPUDRAFT_303071
Dapma7bEVm003346	DAPPUDRAFT_230778
Dapma7bEVm003347	DAPPUDRAFT_190531
Dapma7bEVm003348	DAPPUDRAFT_300127
Dapma7bEVm003349	
Dapma7bEVm003350	DAPPUDRAFT_309235;DAPPUDRAFT_318276
Dapma7bEVm003351	DAPPUDRAFT_324500
Dapma7bEVm003352	DAPPUDRAFT_260935
Dapma7bEVm003353	DAPPUDRAFT_302775
Dapma7bEVm003354	DAPPUDRAFT_60800
Dapma7bEVm003355	DAPPUDRAFT_306348
Dapma7bEVm003356	DAPPUDRAFT_205523
Dapma7bEVm003357	DAPPUDRAFT_329809
Dapma7bEVm003358	DAPPUDRAFT_48162
Dapma7bEVm003359	DAPPUDRAFT_190063
Dapma7bEVm003360	DAPPUDRAFT_217650
Dapma7bEVm003361	DAPPUDRAFT_99493
Dapma7bEVm003362	DAPPUDRAFT_218409;DAPPUDRAFT_260718;DAPPUDRAFT_330490
Dapma7bEVm003363	DAPPUDRAFT_206490
Dapma7bEVm003364	DAPPUDRAFT_303041
Dapma7bEVm003365	
Dapma7bEVm003366	DAPPUDRAFT_64425
Dapma7bEVm003367	DAPPUDRAFT_323316
Dapma7bEVm003368	DAPPUDRAFT_303095
Dapma7bEVm003369	DAPPUDRAFT_210791
Dapma7bEVm003370	
Dapma7bEVm003371	DAPPUDRAFT_98906
Dapma7bEVm003372	DAPPUDRAFT_324516
Dapma7bEVm003373	DAPPUDRAFT_307174
Dapma7bEVm003374	DAPPUDRAFT_230482
Dapma7bEVm003375	DAPPUDRAFT_302810
Dapma7bEVm003376	DAPPUDRAFT_300959
Dapma7bEVm003377	DAPPUDRAFT_301657
Dapma7bEVm003378	DAPPUDRAFT_310106
Dapma7bEVm003379	
Dapma7bEVm003380	DAPPUDRAFT_99402
Dapma7bEVm003381	DAPPUDRAFT_308437
Dapma7bEVm003382	DAPPUDRAFT_107043;DAPPUDRAFT_306038
Dapma7bEVm003383	DAPPUDRAFT_201699
Dapma7bEVm003384	DAPPUDRAFT_223174
Dapma7bEVm003385	DAPPUDRAFT_39582
Dapma7bEVm003386	DAPPUDRAFT_224358
Dapma7bEVm003387	DAPPUDRAFT_231070
Dapma7bEVm003388	
Dapma7bEVm003389	DAPPUDRAFT_260713
Dapma7bEVm003390	DAPPUDRAFT_301019
Dapma7bEVm003391	DAPPUDRAFT_302841;DAPPUDRAFT_317023
Dapma7bEVm003392	DAPPUDRAFT_326410
Dapma7bEVm003393	
Dapma7bEVm003394	DAPPUDRAFT_211709;DAPPUDRAFT_50906
Dapma7bEVm003395	DAPPUDRAFT_230133
