Dapma7bEVm000001	ENSG00000171587;ENSG00000177103
Dapma7bEVm003453	
Dapma7bEVm003454	
Dapma7bEVm003455	
Dapma7bEVm003456	
Dapma7bEVm003457	
Dapma7bEVm003458	
Dapma7bEVm003459	
Dapma7bEVm003460	
Dapma7bEVm003461	
Dapma7bEVm003462	
Dapma7bEVm003463	ENSG00000173821
Dapma7bEVm003464	
Dapma7bEVm003465	ENSG00000104517
Dapma7bEVm003466	
Dapma7bEVm003467	ENSG00000180113;ENSG00000218819
Dapma7bEVm003468	
Dapma7bEVm003469	ENSG00000151779
Dapma7bEVm003470	
Dapma7bEVm003471	
Dapma7bEVm003472	ENSG00000076108;ENSG00000123636
Dapma7bEVm003473	ENSG00000077235
Dapma7bEVm003474	ENSG00000088538;ENSG00000128512;ENSG00000134516;ENSG00000147459;ENSG00000150760
Dapma7bEVm003475	ENSG00000184445
Dapma7bEVm003476	ENSG00000064687;ENSG00000107331;ENSG00000141338;ENSG00000144452;ENSG00000154258;ENSG00000154262;ENSG00000154263;ENSG00000154265;ENSG00000165029;ENSG00000167972;ENSG00000179869;ENSG00000198691
Dapma7bEVm003477	ENSG00000101353;ENSG00000171495;ENSG00000179832;ENSG00000184313;ENSG00000185038
Dapma7bEVm003478	ENSG00000110713
Dapma7bEVm003479	ENSG00000126883
Dapma7bEVm003480	
Dapma7bEVm003481	ENSG00000139926;ENSG00000153303
Dapma7bEVm003482	
Dapma7bEVm003483	ENSG00000058335;ENSG00000113319
Dapma7bEVm003484	ENSG00000055332;ENSG00000086232;ENSG00000128829;ENSG00000172071
Dapma7bEVm003485	ENSG00000003393;ENSG00000178038
Dapma7bEVm003486	
Dapma7bEVm003487	
Dapma7bEVm003488	ENSG00000151503
Dapma7bEVm003489	ENSG00000167566;ENSG00000176771
Dapma7bEVm003490	ENSG00000006118;ENSG00000139364;ENSG00000151952;ENSG00000181234;ENSG00000181291
Dapma7bEVm003491	ENSG00000090686;ENSG00000170242;ENSG00000187555
Dapma7bEVm003492	ENSG00000072364;ENSG00000144218;ENSG00000155966;ENSG00000172493
Dapma7bEVm003493	ENSG00000138095
Dapma7bEVm003494	ENSG00000083642;ENSG00000121892
Dapma7bEVm003495	ENSG00000167632
Dapma7bEVm003496	
Dapma7bEVm003497	
Dapma7bEVm003498	ENSG00000095002;ENSG00000116062
Dapma7bEVm003499	ENSG00000065060;ENSG00000111647
Dapma7bEVm003500	
Dapma7bEVm003501	
Dapma7bEVm003502	ENSG00000105726;ENSG00000127249;ENSG00000133657;ENSG00000159363;ENSG00000187527
Dapma7bEVm003503	ENSG00000165699
Dapma7bEVm003504	ENSG00000122218;ENSG00000184432
Dapma7bEVm003505	ENSG00000078070;ENSG00000173599;ENSG00000175198
Dapma7bEVm003506	
Dapma7bEVm003507	
Dapma7bEVm003508	ENSG00000154134
Dapma7bEVm003509	
Dapma7bEVm003510	ENSG00000160218
Dapma7bEVm003511	ENSG00000164961
Dapma7bEVm003512	ENSG00000044446;ENSG00000067177;ENSG00000102893
Dapma7bEVm003513	ENSG00000159842;ENSG00000186716;ENSG00000276016;ENSG00000278741
Dapma7bEVm003514	
Dapma7bEVm003515	ENSG00000002746;ENSG00000138411
Dapma7bEVm003516	ENSG00000112079;ENSG00000211455
Dapma7bEVm003517	
Dapma7bEVm003518	
Dapma7bEVm003519	ENSG00000198825;ENSG00000211456
Dapma7bEVm003520	ENSG00000069248
Dapma7bEVm003521	ENSG00000168538
Dapma7bEVm003522	ENSG00000125755
Dapma7bEVm003523	
Dapma7bEVm003524	ENSG00000100678;ENSG00000118160;ENSG00000183023
Dapma7bEVm003525	ENSG00000089177;ENSG00000118193;ENSG00000159433
Dapma7bEVm003526	
Dapma7bEVm003527	ENSG00000143393;ENSG00000241973
Dapma7bEVm003528	ENSG00000036672;ENSG00000138592;ENSG00000140455;ENSG00000143258;ENSG00000170236
Dapma7bEVm003529	ENSG00000145833;ENSG00000198231
Dapma7bEVm003530	ENSG00000106459
Dapma7bEVm003531	ENSG00000135372
Dapma7bEVm003532	ENSG00000111731
Dapma7bEVm003533	ENSG00000102910;ENSG00000196365
Dapma7bEVm003534	ENSG00000119720
Dapma7bEVm003535	ENSG00000104142
Dapma7bEVm003536	ENSG00000057468
Dapma7bEVm003537	
Dapma7bEVm003538	ENSG00000142549;ENSG00000172260;ENSG00000182667;ENSG00000183715;ENSG00000185565
Dapma7bEVm003539	ENSG00000099625
Dapma7bEVm003540	
Dapma7bEVm003541	ENSG00000125207;ENSG00000134627;ENSG00000184571;ENSG00000197181;ENSG00000275051
Dapma7bEVm003542	ENSG00000035928;ENSG00000127586
Dapma7bEVm003543	
Dapma7bEVm003544	ENSG00000100678;ENSG00000118160;ENSG00000183023
Dapma7bEVm003545	ENSG00000076650
Dapma7bEVm003546	ENSG00000120498
Dapma7bEVm003547	ENSG00000103546;ENSG00000108576;ENSG00000142319;ENSG00000276996
Dapma7bEVm003548	ENSG00000102174;ENSG00000142606;ENSG00000196549;ENSG00000277131
Dapma7bEVm003549	ENSG00000099219
Dapma7bEVm003550	ENSG00000061938;ENSG00000174292;ENSG00000283781
Dapma7bEVm003551	ENSG00000120694;ENSG00000164070;ENSG00000170606
Dapma7bEVm003552	ENSG00000088320;ENSG00000139890;ENSG00000164949;ENSG00000166592
Dapma7bEVm003553	ENSG00000129347
Dapma7bEVm003554	
Dapma7bEVm003555	ENSG00000077454;ENSG00000130224;ENSG00000136141;ENSG00000186001
Dapma7bEVm003556	
Dapma7bEVm003557	ENSG00000127337;ENSG00000163872
Dapma7bEVm003558	
Dapma7bEVm003559	
Dapma7bEVm003560	ENSG00000137807
Dapma7bEVm003561	ENSG00000006715
Dapma7bEVm003562	ENSG00000088836
Dapma7bEVm003563	ENSG00000117597
Dapma7bEVm003564	ENSG00000164654
Dapma7bEVm003565	
Dapma7bEVm003566	
Dapma7bEVm003567	ENSG00000070159;ENSG00000088179
Dapma7bEVm003568	ENSG00000006744
Dapma7bEVm003569	
Dapma7bEVm003570	
Dapma7bEVm003571	ENSG00000049759;ENSG00000069869
Dapma7bEVm003572	ENSG00000103534;ENSG00000141524;ENSG00000149488;ENSG00000165091;ENSG00000167608;ENSG00000167895;ENSG00000170537;ENSG00000188869;ENSG00000273722;ENSG00000274384;ENSG00000274873;ENSG00000274905;ENSG00000276260;ENSG00000277667;ENSG00000277789;ENSG00000277996;ENSG00000278363
Dapma7bEVm003573	ENSG00000164976
Dapma7bEVm003574	ENSG00000115750
Dapma7bEVm003575	ENSG00000160445;ENSG00000162378;ENSG00000203995
Dapma7bEVm003576	
Dapma7bEVm003577	ENSG00000124587
Dapma7bEVm003578	ENSG00000005801;ENSG00000006194;ENSG00000010539;ENSG00000011590;ENSG00000018869;ENSG00000019485;ENSG00000062370;ENSG00000063587;ENSG00000066422;ENSG00000066827;ENSG00000075407;ENSG00000081386;ENSG00000081665;ENSG00000083812;ENSG00000083814;ENSG00000083817;ENSG00000083828;ENSG00000083838;ENSG00000083844;ENSG00000085274;ENSG00000085644;ENSG00000088876;ENSG00000089335;ENSG00000090612;ENSG00000096654;ENSG00000099326;ENSG00000100105;ENSG00000102870;ENSG00000103199;ENSG00000103343;ENSG00000103495;ENSG00000105136;ENSG00000105497;ENSG00000105708;ENSG00000105732;ENSG00000105750;ENSG00000106261;ENSG00000109906;ENSG00000112365;ENSG00000115568;ENSG00000116809;ENSG00000117010;ENSG00000118620;ENSG00000120784;ENSG00000121406;ENSG00000121413;ENSG00000121417;ENSG00000121903;ENSG00000122386;ENSG00000124459;ENSG00000124613;ENSG00000125812;ENSG00000125846;ENSG00000125945;ENSG00000126856;ENSG00000127081;ENSG00000127903;ENSG00000128000;ENSG00000130182;ENSG00000130544;ENSG00000130684;ENSG00000130803;ENSG00000130818;ENSG00000130844;ENSG00000130856;ENSG00000131061;ENSG00000131115;ENSG00000131127;ENSG00000131845;ENSG00000131849;ENSG00000132010;ENSG00000136866;ENSG00000136870;ENSG00000137185;ENSG00000138738;ENSG00000140265;ENSG00000140987;ENSG00000141040;ENSG00000141946;ENSG00000141956;ENSG00000142065;ENSG00000142409;ENSG00000142528;ENSG00000142556;ENSG00000143067;ENSG00000144026;ENSG00000144792;ENSG00000145908;ENSG00000146587;ENSG00000146757;ENSG00000147117;ENSG00000147118;ENSG00000147124;ENSG00000147789;ENSG00000149050;ENSG00000149054;ENSG00000152433;ENSG00000152439;ENSG00000152443;ENSG00000152454;ENSG00000152467;ENSG00000152475;ENSG00000152926;ENSG00000153896;ENSG00000154957;ENSG00000155592;ENSG00000156853;ENSG00000157429;ENSG00000158691;ENSG00000159882;ENSG00000159885;ENSG00000159905;ENSG00000159915;ENSG00000159917;ENSG00000160321;ENSG00000160336;ENSG00000160908;ENSG00000160961;ENSG00000161298;ENSG00000161551;ENSG00000162714;ENSG00000164011;ENSG00000164048;ENSG00000164256;ENSG00000164631;ENSG00000165512;ENSG00000166188;ENSG00000166261;ENSG00000166526;ENSG00000166529;ENSG00000166704;ENSG00000167232;ENSG00000167377;ENSG00000167380;ENSG00000167384;ENSG00000167394;ENSG00000167395;ENSG00000167528;ENSG00000167554;ENSG00000167555;ENSG00000167562;ENSG00000167625;ENSG00000167635;ENSG00000167637;ENSG00000167766;ENSG00000167785;ENSG00000167840;ENSG00000167967;ENSG00000167981;ENSG00000168661;ENSG00000168826;ENSG00000169131;ENSG00000169260;ENSG00000169740;ENSG00000169951;ENSG00000169955;ENSG00000169957;ENSG00000169981;ENSG00000170100;ENSG00000170260;ENSG00000170265;ENSG00000170619;ENSG00000170631;ENSG00000170684;ENSG00000170949;ENSG00000170954;ENSG00000171161;ENSG00000171291;ENSG00000171295;ENSG00000171466;ENSG00000171469;ENSG00000171574;ENSG00000171606;ENSG00000171649;ENSG00000171817;ENSG00000171827;ENSG00000171970;ENSG00000172000;ENSG00000172006;ENSG00000172466;ENSG00000172748;ENSG00000172888;ENSG00000173041;ENSG00000173258;ENSG00000173275;ENSG00000173480;ENSG00000173875;ENSG00000174255;ENSG00000174586;ENSG00000174652;ENSG00000175213;ENSG00000175322;ENSG00000175395;ENSG00000175691;ENSG00000175787;ENSG00000176024;ENSG00000176222;ENSG00000176293;ENSG00000177599;ENSG00000177842;ENSG00000177873;ENSG00000177888;ENSG00000177932;ENSG00000178150;ENSG00000178187;ENSG00000178229;ENSG00000178338;ENSG00000178386;ENSG00000178665;ENSG00000178917;ENSG00000178935;ENSG00000179195;ENSG00000179909;ENSG00000179922;ENSG00000179930;ENSG00000179943;ENSG00000179965;ENSG00000180035;ENSG00000180257;ENSG00000180479;ENSG00000180626;ENSG00000180787;ENSG00000180855;ENSG00000180884;ENSG00000180938;ENSG00000181007;ENSG00000181135;ENSG00000181220;ENSG00000181315;ENSG00000181444;ENSG00000181450;ENSG00000181638;ENSG00000181666;ENSG00000181894;ENSG00000181896;ENSG00000182111;ENSG00000182141;ENSG00000182318;ENSG00000182903;ENSG00000182983;ENSG00000182986;ENSG00000183309;ENSG00000183647;ENSG00000183850;ENSG00000184517;ENSG00000184635;ENSG00000184677;ENSG00000184939;ENSG00000185177;ENSG00000185219;ENSG00000185252;ENSG00000185730;ENSG00000185869;ENSG00000185947;ENSG00000186017;ENSG00000186020;ENSG00000186026;ENSG00000186230;ENSG00000186272;ENSG00000186300;ENSG00000186446;ENSG00000186448;ENSG00000186496;ENSG00000186777;ENSG00000186812;ENSG00000186814;ENSG00000187187;ENSG00000187607;ENSG00000187792;ENSG00000187801;ENSG00000187815;ENSG00000187987;ENSG00000188033;ENSG00000188171;ENSG00000188227;ENSG00000188283;ENSG00000188295;ENSG00000188321;ENSG00000188629;ENSG00000188785;ENSG00000188868;ENSG00000189042;ENSG00000189144;ENSG00000189164;ENSG00000189180;ENSG00000189190;ENSG00000189420;ENSG00000196081;ENSG00000196110;ENSG00000196150;ENSG00000196152;ENSG00000196172;ENSG00000196214;ENSG00000196247;ENSG00000196263;ENSG00000196267;ENSG00000196268;ENSG00000196345;ENSG00000196350;ENSG00000196357;ENSG00000196378;ENSG00000196381;ENSG00000196387;ENSG00000196391;ENSG00000196417;ENSG00000196418;ENSG00000196437;ENSG00000196453;ENSG00000196456;ENSG00000196458;ENSG00000196466;ENSG00000196597;ENSG00000196605;ENSG00000196646;ENSG00000196652;ENSG00000196653;ENSG00000196670;ENSG00000196693;ENSG00000196705;ENSG00000196724;ENSG00000196757;ENSG00000196793;ENSG00000196812;ENSG00000196867;ENSG00000196946;ENSG00000196967;ENSG00000197008;ENSG00000197013;ENSG00000197016;ENSG00000197020;ENSG00000197024;ENSG00000197037;ENSG00000197044;ENSG00000197054;ENSG00000197062;ENSG00000197123;ENSG00000197124;ENSG00000197128;ENSG00000197134;ENSG00000197162;ENSG00000197279;ENSG00000197343;ENSG00000197360;ENSG00000197362;ENSG00000197363;ENSG00000197372;ENSG00000197385;ENSG00000197472;ENSG00000197483;ENSG00000197497;ENSG00000197566;ENSG00000197608;ENSG00000197619;ENSG00000197647;ENSG00000197714;ENSG00000197779;ENSG00000197782;ENSG00000197808;ENSG00000197841;ENSG00000197857;ENSG00000197863;ENSG00000197928;ENSG00000197933;ENSG00000197935;ENSG00000197937;ENSG00000197951;ENSG00000197961;ENSG00000198026;ENSG00000198028;ENSG00000198039;ENSG00000198040;ENSG00000198046;ENSG00000198093;ENSG00000198105;ENSG00000198131;ENSG00000198146;ENSG00000198169;ENSG00000198182;ENSG00000198185;ENSG00000198298;ENSG00000198300;ENSG00000198315;ENSG00000198342;ENSG00000198346;ENSG00000198393;ENSG00000198429;ENSG00000198440;ENSG00000198453;ENSG00000198464;ENSG00000198466;ENSG00000198482;ENSG00000198521;ENSG00000198538;ENSG00000198551;ENSG00000198556;ENSG00000198633;ENSG00000198816;ENSG00000198939;ENSG00000203326;ENSG00000204514;ENSG00000204519;ENSG00000204524;ENSG00000204604;ENSG00000204611;ENSG00000204644;ENSG00000204859;ENSG00000204920;ENSG00000204946;ENSG00000204947;ENSG00000205903;ENSG00000206510;ENSG00000213020;ENSG00000213096;ENSG00000213762;ENSG00000213793;ENSG00000213799;ENSG00000213967;ENSG00000213973;ENSG00000213988;ENSG00000214022;ENSG00000214029;ENSG00000214189;ENSG00000214534;ENSG00000214652;ENSG00000215343;ENSG00000215356;ENSG00000215372;ENSG00000215421;ENSG00000218891;ENSG00000221923;ENSG00000221994;ENSG00000223547;ENSG00000223614;ENSG00000223687;ENSG00000223852;ENSG00000223858;ENSG00000225351;ENSG00000226858;ENSG00000227124;ENSG00000227858;ENSG00000228623;ENSG00000229676;ENSG00000229809;ENSG00000232099;ENSG00000233831;ENSG00000234284;ENSG00000234444;ENSG00000234669;ENSG00000235109;ENSG00000235178;ENSG00000235589;ENSG00000236609;ENSG00000237440;ENSG00000242852;ENSG00000245680;ENSG00000249459;ENSG00000249471;ENSG00000249709;ENSG00000250312;ENSG00000250571;ENSG00000251192;ENSG00000251247;ENSG00000251369;ENSG00000254004;ENSG00000256087;ENSG00000256223;ENSG00000256229;ENSG00000256294;ENSG00000256683;ENSG00000256771;ENSG00000257446;ENSG00000257591;ENSG00000258405;ENSG00000261221;ENSG00000261459;ENSG00000263002;ENSG00000264668;ENSG00000267041;ENSG00000267508;ENSG00000267680;ENSG00000269067;ENSG00000269343;ENSG00000269699;ENSG00000270011;ENSG00000272602;ENSG00000274195;ENSG00000274349;ENSG00000274352;ENSG00000274746;ENSG00000275111;ENSG00000276340;ENSG00000277462;ENSG00000278062;ENSG00000278091;ENSG00000278129;ENSG00000278318;ENSG00000278780;ENSG00000279566;ENSG00000280568;ENSG00000280661;ENSG00000281306;ENSG00000281448;ENSG00000281526;ENSG00000281601;ENSG00000281626;ENSG00000281661;ENSG00000281709;ENSG00000281894;ENSG00000283009;ENSG00000283034
Dapma7bEVm003579	ENSG00000077232
Dapma7bEVm003580	ENSG00000096401
Dapma7bEVm003581	ENSG00000102174;ENSG00000142606;ENSG00000196549;ENSG00000277131
Dapma7bEVm003582	ENSG00000085377
Dapma7bEVm003583	
Dapma7bEVm003584	
Dapma7bEVm003585	ENSG00000104626;ENSG00000117419;ENSG00000196678
Dapma7bEVm003586	ENSG00000128159;ENSG00000275835
Dapma7bEVm003587	
Dapma7bEVm003588	ENSG00000089053
Dapma7bEVm003589	
Dapma7bEVm003590	ENSG00000156697;ENSG00000253797
Dapma7bEVm003591	ENSG00000176248
Dapma7bEVm003592	ENSG00000109118
Dapma7bEVm003593	ENSG00000135249
Dapma7bEVm003594	
Dapma7bEVm003595	ENSG00000156502
Dapma7bEVm003596	ENSG00000092295;ENSG00000104055;ENSG00000124491;ENSG00000125780;ENSG00000159495;ENSG00000163810;ENSG00000166947;ENSG00000166948;ENSG00000198959;ENSG00000281886
Dapma7bEVm003597	ENSG00000103510;ENSG00000136504;ENSG00000172977
Dapma7bEVm003598	ENSG00000160445;ENSG00000162378;ENSG00000203995
Dapma7bEVm003599	ENSG00000162408
Dapma7bEVm003600	ENSG00000088808;ENSG00000104881;ENSG00000143514
Dapma7bEVm003601	ENSG00000111432;ENSG00000163251;ENSG00000174804;ENSG00000177283;ENSG00000188763
Dapma7bEVm003602	ENSG00000104365;ENSG00000213341
Dapma7bEVm003603	ENSG00000084110
Dapma7bEVm003604	ENSG00000053918;ENSG00000075043;ENSG00000117013;ENSG00000184156;ENSG00000185760;ENSG00000281151;ENSG00000282076
Dapma7bEVm003605	ENSG00000112541;ENSG00000128655;ENSG00000138735;ENSG00000186642
Dapma7bEVm003606	
Dapma7bEVm003607	
Dapma7bEVm003608	ENSG00000107815
Dapma7bEVm003609	ENSG00000124275;ENSG00000124279;ENSG00000127948;ENSG00000188566
Dapma7bEVm003610	
Dapma7bEVm003611	ENSG00000005801;ENSG00000006194;ENSG00000010539;ENSG00000011590;ENSG00000018869;ENSG00000019485;ENSG00000062370;ENSG00000063587;ENSG00000066422;ENSG00000066827;ENSG00000075407;ENSG00000081386;ENSG00000081665;ENSG00000083812;ENSG00000083814;ENSG00000083817;ENSG00000083828;ENSG00000083838;ENSG00000083844;ENSG00000085274;ENSG00000085644;ENSG00000088876;ENSG00000089335;ENSG00000090612;ENSG00000096654;ENSG00000099326;ENSG00000100105;ENSG00000102870;ENSG00000103199;ENSG00000103343;ENSG00000103495;ENSG00000105136;ENSG00000105497;ENSG00000105708;ENSG00000105732;ENSG00000105750;ENSG00000106261;ENSG00000109906;ENSG00000112365;ENSG00000115568;ENSG00000116809;ENSG00000117010;ENSG00000118620;ENSG00000120784;ENSG00000121406;ENSG00000121413;ENSG00000121417;ENSG00000121903;ENSG00000122386;ENSG00000124459;ENSG00000124613;ENSG00000125812;ENSG00000125846;ENSG00000125945;ENSG00000126856;ENSG00000127081;ENSG00000127903;ENSG00000128000;ENSG00000130182;ENSG00000130544;ENSG00000130684;ENSG00000130803;ENSG00000130818;ENSG00000130844;ENSG00000130856;ENSG00000131061;ENSG00000131115;ENSG00000131127;ENSG00000131845;ENSG00000131849;ENSG00000132010;ENSG00000136866;ENSG00000136870;ENSG00000137185;ENSG00000138738;ENSG00000140265;ENSG00000140987;ENSG00000141040;ENSG00000141946;ENSG00000141956;ENSG00000142065;ENSG00000142409;ENSG00000142528;ENSG00000142556;ENSG00000143067;ENSG00000144026;ENSG00000144792;ENSG00000145908;ENSG00000146587;ENSG00000146757;ENSG00000147117;ENSG00000147118;ENSG00000147124;ENSG00000147789;ENSG00000149050;ENSG00000149054;ENSG00000152433;ENSG00000152439;ENSG00000152443;ENSG00000152454;ENSG00000152467;ENSG00000152475;ENSG00000152926;ENSG00000153896;ENSG00000154957;ENSG00000155592;ENSG00000156853;ENSG00000157429;ENSG00000158691;ENSG00000159882;ENSG00000159885;ENSG00000159905;ENSG00000159915;ENSG00000159917;ENSG00000160321;ENSG00000160336;ENSG00000160908;ENSG00000160961;ENSG00000161298;ENSG00000161551;ENSG00000162714;ENSG00000164011;ENSG00000164048;ENSG00000164256;ENSG00000164631;ENSG00000165512;ENSG00000166188;ENSG00000166261;ENSG00000166526;ENSG00000166529;ENSG00000166704;ENSG00000167232;ENSG00000167377;ENSG00000167380;ENSG00000167384;ENSG00000167394;ENSG00000167395;ENSG00000167528;ENSG00000167554;ENSG00000167555;ENSG00000167562;ENSG00000167625;ENSG00000167635;ENSG00000167637;ENSG00000167766;ENSG00000167785;ENSG00000167840;ENSG00000167967;ENSG00000167981;ENSG00000168661;ENSG00000168826;ENSG00000169131;ENSG00000169260;ENSG00000169740;ENSG00000169951;ENSG00000169955;ENSG00000169957;ENSG00000169981;ENSG00000170100;ENSG00000170260;ENSG00000170265;ENSG00000170619;ENSG00000170631;ENSG00000170684;ENSG00000170949;ENSG00000170954;ENSG00000171161;ENSG00000171291;ENSG00000171295;ENSG00000171466;ENSG00000171469;ENSG00000171574;ENSG00000171606;ENSG00000171649;ENSG00000171817;ENSG00000171827;ENSG00000171970;ENSG00000172000;ENSG00000172006;ENSG00000172466;ENSG00000172748;ENSG00000172888;ENSG00000173041;ENSG00000173258;ENSG00000173275;ENSG00000173480;ENSG00000173875;ENSG00000174255;ENSG00000174586;ENSG00000174652;ENSG00000175213;ENSG00000175322;ENSG00000175395;ENSG00000175691;ENSG00000175787;ENSG00000176024;ENSG00000176222;ENSG00000176293;ENSG00000177599;ENSG00000177842;ENSG00000177873;ENSG00000177888;ENSG00000177932;ENSG00000178150;ENSG00000178187;ENSG00000178229;ENSG00000178338;ENSG00000178386;ENSG00000178665;ENSG00000178917;ENSG00000178935;ENSG00000179195;ENSG00000179909;ENSG00000179922;ENSG00000179930;ENSG00000179943;ENSG00000179965;ENSG00000180035;ENSG00000180257;ENSG00000180479;ENSG00000180626;ENSG00000180787;ENSG00000180855;ENSG00000180884;ENSG00000180938;ENSG00000181007;ENSG00000181135;ENSG00000181220;ENSG00000181315;ENSG00000181444;ENSG00000181450;ENSG00000181638;ENSG00000181666;ENSG00000181894;ENSG00000181896;ENSG00000182111;ENSG00000182141;ENSG00000182318;ENSG00000182903;ENSG00000182983;ENSG00000182986;ENSG00000183309;ENSG00000183647;ENSG00000183850;ENSG00000184517;ENSG00000184635;ENSG00000184677;ENSG00000184939;ENSG00000185177;ENSG00000185219;ENSG00000185252;ENSG00000185730;ENSG00000185869;ENSG00000185947;ENSG00000186017;ENSG00000186020;ENSG00000186026;ENSG00000186230;ENSG00000186272;ENSG00000186300;ENSG00000186446;ENSG00000186448;ENSG00000186496;ENSG00000186777;ENSG00000186812;ENSG00000186814;ENSG00000187187;ENSG00000187607;ENSG00000187792;ENSG00000187801;ENSG00000187815;ENSG00000187987;ENSG00000188033;ENSG00000188171;ENSG00000188227;ENSG00000188283;ENSG00000188295;ENSG00000188321;ENSG00000188629;ENSG00000188785;ENSG00000188868;ENSG00000189042;ENSG00000189144;ENSG00000189164;ENSG00000189180;ENSG00000189190;ENSG00000189420;ENSG00000196081;ENSG00000196110;ENSG00000196150;ENSG00000196152;ENSG00000196172;ENSG00000196214;ENSG00000196247;ENSG00000196263;ENSG00000196267;ENSG00000196268;ENSG00000196345;ENSG00000196350;ENSG00000196357;ENSG00000196378;ENSG00000196381;ENSG00000196387;ENSG00000196391;ENSG00000196417;ENSG00000196418;ENSG00000196437;ENSG00000196453;ENSG00000196456;ENSG00000196458;ENSG00000196466;ENSG00000196597;ENSG00000196605;ENSG00000196646;ENSG00000196652;ENSG00000196653;ENSG00000196670;ENSG00000196693;ENSG00000196705;ENSG00000196724;ENSG00000196757;ENSG00000196793;ENSG00000196812;ENSG00000196867;ENSG00000196946;ENSG00000196967;ENSG00000197008;ENSG00000197013;ENSG00000197016;ENSG00000197020;ENSG00000197024;ENSG00000197037;ENSG00000197044;ENSG00000197054;ENSG00000197062;ENSG00000197123;ENSG00000197124;ENSG00000197128;ENSG00000197134;ENSG00000197162;ENSG00000197279;ENSG00000197343;ENSG00000197360;ENSG00000197362;ENSG00000197363;ENSG00000197372;ENSG00000197385;ENSG00000197472;ENSG00000197483;ENSG00000197497;ENSG00000197566;ENSG00000197608;ENSG00000197619;ENSG00000197647;ENSG00000197714;ENSG00000197779;ENSG00000197782;ENSG00000197808;ENSG00000197841;ENSG00000197857;ENSG00000197863;ENSG00000197928;ENSG00000197933;ENSG00000197935;ENSG00000197937;ENSG00000197951;ENSG00000197961;ENSG00000198026;ENSG00000198028;ENSG00000198039;ENSG00000198040;ENSG00000198046;ENSG00000198093;ENSG00000198105;ENSG00000198131;ENSG00000198146;ENSG00000198169;ENSG00000198182;ENSG00000198185;ENSG00000198298;ENSG00000198300;ENSG00000198315;ENSG00000198342;ENSG00000198346;ENSG00000198393;ENSG00000198429;ENSG00000198440;ENSG00000198453;ENSG00000198464;ENSG00000198466;ENSG00000198482;ENSG00000198521;ENSG00000198538;ENSG00000198551;ENSG00000198556;ENSG00000198633;ENSG00000198816;ENSG00000198939;ENSG00000203326;ENSG00000204514;ENSG00000204519;ENSG00000204524;ENSG00000204604;ENSG00000204611;ENSG00000204644;ENSG00000204859;ENSG00000204920;ENSG00000204946;ENSG00000204947;ENSG00000205903;ENSG00000206510;ENSG00000213020;ENSG00000213096;ENSG00000213762;ENSG00000213793;ENSG00000213799;ENSG00000213967;ENSG00000213973;ENSG00000213988;ENSG00000214022;ENSG00000214029;ENSG00000214189;ENSG00000214534;ENSG00000214652;ENSG00000215343;ENSG00000215356;ENSG00000215372;ENSG00000215421;ENSG00000218891;ENSG00000221923;ENSG00000221994;ENSG00000223547;ENSG00000223614;ENSG00000223687;ENSG00000223852;ENSG00000223858;ENSG00000225351;ENSG00000226858;ENSG00000227124;ENSG00000227858;ENSG00000228623;ENSG00000229676;ENSG00000229809;ENSG00000232099;ENSG00000233831;ENSG00000234284;ENSG00000234444;ENSG00000234669;ENSG00000235109;ENSG00000235178;ENSG00000235589;ENSG00000236609;ENSG00000237440;ENSG00000242852;ENSG00000245680;ENSG00000249459;ENSG00000249471;ENSG00000249709;ENSG00000250312;ENSG00000250571;ENSG00000251192;ENSG00000251247;ENSG00000251369;ENSG00000254004;ENSG00000256087;ENSG00000256223;ENSG00000256229;ENSG00000256294;ENSG00000256683;ENSG00000256771;ENSG00000257446;ENSG00000257591;ENSG00000258405;ENSG00000261221;ENSG00000261459;ENSG00000263002;ENSG00000264668;ENSG00000267041;ENSG00000267508;ENSG00000267680;ENSG00000269067;ENSG00000269343;ENSG00000269699;ENSG00000270011;ENSG00000272602;ENSG00000274195;ENSG00000274349;ENSG00000274352;ENSG00000274746;ENSG00000275111;ENSG00000276340;ENSG00000277462;ENSG00000278062;ENSG00000278091;ENSG00000278129;ENSG00000278318;ENSG00000278780;ENSG00000279566;ENSG00000280568;ENSG00000280661;ENSG00000281306;ENSG00000281448;ENSG00000281526;ENSG00000281601;ENSG00000281626;ENSG00000281661;ENSG00000281709;ENSG00000281894;ENSG00000283009;ENSG00000283034
